SNo,QueName,QueLink,Contest,QueType 
90, The Child and Homework, http://codeforces.com/contest/437/problem/A, 437, A
91, Petya and Staircases, http://codeforces.com/contest/362/problem/B, 362, B
92, Random Teams, http://codeforces.com/contest/478/problem/B, 478, B
93, Devu| the Dumb Guy, http://codeforces.com/contest/439/problem/B, 439, B
94, Lucky Conversion, http://codeforces.com/contest/145/problem/A, 145, A
95, Misha and Changing Handles, http://codeforces.com/contest/501/problem/B, 501, B
96, Bear and Strings, http://codeforces.com/contest/385/problem/B, 385, B
97, Anton and currency you all know, http://codeforces.com/contest/508/problem/B, 508, B
98, Strings of Power, http://codeforces.com/contest/318/problem/B, 318, B
99, Fedor and New Game, http://codeforces.com/contest/467/problem/B, 467, B
100, Xor-tree, http://codeforces.com/contest/429/problem/A, 429, A
101, Prizes| Prizes| more Prizes, http://codeforces.com/contest/208/problem/D, 208, D
102, Points and Segments (easy), http://codeforces.com/contest/430/problem/A, 430, A
103, 24 Game, http://codeforces.com/contest/468/problem/A, 468, A
104, Eight Point Sets, http://codeforces.com/contest/334/problem/B, 334, B
105, Secret Combination, http://codeforces.com/contest/496/problem/B, 496, B
106, Tavas and Karafs, http://codeforces.com/contest/535/problem/C, 535, C
107, Burning Midnight Oil, http://codeforces.com/contest/165/problem/B, 165, B
108, GCD Table, http://codeforces.com/contest/582/problem/A, 582, A
109, Recycling Bottles, http://codeforces.com/contest/671/problem/A, 671, A
110, Prime Swaps, http://codeforces.com/contest/432/problem/C, 432, C
111, Win or Freeze, http://codeforces.com/contest/150/problem/A, 150, A
112, Pythagorean Triples, http://codeforces.com/contest/707/problem/C, 707, C
113, Inna and Huge Candy Matrix, http://codeforces.com/contest/400/problem/C, 400, C
114, ZgukistringZ, http://codeforces.com/contest/551/problem/B, 551, B
115, Vasily the Bear and Sequence, http://codeforces.com/contest/336/problem/C, 336, C
116, Preparing Olympiad, http://codeforces.com/contest/550/problem/B, 550, B
117, The Two Routes, http://codeforces.com/contest/601/problem/A, 601, A
118, Queue, http://codeforces.com/contest/91/problem/B, 91, B
119, Tree Construction, http://codeforces.com/contest/675/problem/D, 675, D
120, Cardiogram, http://codeforces.com/contest/435/problem/C, 435, C
121, Buns, http://codeforces.com/contest/106/problem/C, 106, C
122, Guest From the Past, http://codeforces.com/contest/625/problem/A, 625, A
123, Page Numbers, http://codeforces.com/contest/34/problem/C, 34, C
124, Road Map, http://codeforces.com/contest/34/problem/D, 34, D
125, Memory and De-Evolution, http://codeforces.com/contest/712/problem/C, 712, C
126, Valera and Contest, http://codeforces.com/contest/369/problem/B, 369, B
127, Chilly Willy, http://codeforces.com/contest/248/problem/B, 248, B
128, Watering Flowers, http://codeforces.com/contest/617/problem/C, 617, C
129, Hard problem, http://codeforces.com/contest/706/problem/C, 706, C
130, Perfect Pair, http://codeforces.com/contest/317/problem/A, 317, A
131, The Big Race, http://codeforces.com/contest/592/problem/C, 592, C
132, Nearest Fraction, http://codeforces.com/contest/281/problem/B, 281, B
133, MUH and Important Things, http://codeforces.com/contest/471/problem/B, 471, B
134, Heap Operations, http://codeforces.com/contest/681/problem/C, 681, C
135, Gerald's Hexagon, http://codeforces.com/contest/559/problem/A, 559, A
136, Guess a number!, http://codeforces.com/contest/416/problem/A, 416, A
137, Coloring Trees, http://codeforces.com/contest/711/problem/C, 711, C
138, More Cowbell, http://codeforces.com/contest/604/problem/B, 604, B
139, Vasiliy's Multiset, http://codeforces.com/contest/706/problem/D, 706, D
140, The Child and Set, http://codeforces.com/contest/437/problem/B, 437, B
141, OR in Matrix, http://codeforces.com/contest/486/problem/B, 486, B
142, Two Heaps, http://codeforces.com/contest/353/problem/B, 353, B
143, Pasha Maximizes, http://codeforces.com/contest/435/problem/B, 435, B
144, Balls and Boxes, http://codeforces.com/contest/260/problem/C, 260, C
145, Dima and Text Messages, http://codeforces.com/contest/358/problem/B, 358, B
146, Terse princess, http://codeforces.com/contest/148/problem/C, 148, C
147, Primes on Interval, http://codeforces.com/contest/237/problem/C, 237, C
148, Cows and Primitive Roots, http://codeforces.com/contest/284/problem/A, 284, A
149, Anagram Search, http://codeforces.com/contest/144/problem/C, 144, C
150, Photographer, http://codeforces.com/contest/203/problem/C, 203, C
151, Magic Box, http://codeforces.com/contest/231/problem/D, 231, D
152, Bear and Three Musketeers, http://codeforces.com/contest/574/problem/B, 574, B
153, Gerald is into Art, http://codeforces.com/contest/560/problem/B, 560, B
154, Alice and Bob, http://codeforces.com/contest/346/problem/A, 346, A
155, Kefa and Company, http://codeforces.com/contest/580/problem/B, 580, B
156, Queue, http://codeforces.com/contest/545/problem/D, 545, D
157, Magic Formulas, http://codeforces.com/contest/424/problem/C, 424, C
158, Beauty Pageant, http://codeforces.com/contest/246/problem/C, 246, C
159, Non-square Equation, http://codeforces.com/contest/233/problem/B, 233, B
160, Undoubtedly Lucky Numbers, http://codeforces.com/contest/244/problem/B, 244, B
161, Cthulhu, http://codeforces.com/contest/103/problem/B, 103, B
162, Woodcutters, http://codeforces.com/contest/545/problem/C, 545, C
163, Han Solo and Lazer Gun, http://codeforces.com/contest/514/problem/B, 514, B
164, Approximating a Constant Range, http://codeforces.com/contest/602/problem/B, 602, B
165, MUH and House of Cards, http://codeforces.com/contest/471/problem/C, 471, C
166, Pasha and String, http://codeforces.com/contest/525/problem/B, 525, B
167, Kefa and Park, http://codeforces.com/contest/580/problem/C, 580, C
168, Find Pair, http://codeforces.com/contest/160/problem/C, 160, C
169, Vasya and Wrestling, http://codeforces.com/contest/493/problem/B, 493, B
170, k-Multiple Free Set, http://codeforces.com/contest/274/problem/A, 274, A
171, Dima and Sequence, http://codeforces.com/contest/272/problem/B, 272, B
172, Dreamoon and Sets, http://codeforces.com/contest/476/problem/D, 476, D
173, Pasha and Tea, http://codeforces.com/contest/557/problem/B, 557, B
174, Soldier and Badges, http://codeforces.com/contest/546/problem/B, 546, B
175, Ilya and Sticks, http://codeforces.com/contest/525/problem/C, 525, C
176, Bits, http://codeforces.com/contest/484/problem/A, 484, A
177, History, http://codeforces.com/contest/137/problem/C, 137, C
178, Division into Teams, http://codeforces.com/contest/149/problem/C, 149, C
179, Rational Resistance, http://codeforces.com/contest/343/problem/A, 343, A
180, Quiz, http://codeforces.com/contest/337/problem/C, 337, C
181, Guess Your Way Out!, http://codeforces.com/contest/507/problem/C, 507, C
182, Amr and Pins, http://codeforces.com/contest/507/problem/B, 507, B
183, Dreamoon and Sums, http://codeforces.com/contest/476/problem/C, 476, C
184, DZY Loves Chemistry, http://codeforces.com/contest/445/problem/B, 445, B
185, Two Substrings, http://codeforces.com/contest/550/problem/A, 550, A
186, Dima and Lisa, http://codeforces.com/contest/584/problem/D, 584, D
187, Soldier and Cards, http://codeforces.com/contest/546/problem/C, 546, C
188, Replacement, http://codeforces.com/contest/570/problem/C, 570, C
189, Alyona and Strings, http://codeforces.com/contest/682/problem/D, 682, D
190, Journey, http://codeforces.com/contest/721/problem/C, 721, C
191, Money Transfers, http://codeforces.com/contest/675/problem/C, 675, C
192, Babaei and Birthday Cake, http://codeforces.com/contest/629/problem/D, 629, D
193, Paths and Trees, http://codeforces.com/contest/545/problem/E, 545, E
194, Vanya and Triangles, http://codeforces.com/contest/552/problem/D, 552, D
195, Candy Boxes, http://codeforces.com/contest/488/problem/B, 488, B
196, Cycle in Graph, http://codeforces.com/contest/263/problem/D, 263, D
197, Amr and Chemistry, http://codeforces.com/contest/558/problem/C, 558, C
198, Arthur and Table, http://codeforces.com/contest/557/problem/C, 557, C
199, Kefa and Dishes, http://codeforces.com/contest/580/problem/D, 580, D
200, Modulo Sum, http://codeforces.com/contest/577/problem/B, 577, B
