SNo,QueName,QueLink,Contest,QueType 
1, Watermelon, http://codeforces.com/contest/4/problem/A, 4, A
2, Way Too Long Words, http://codeforces.com/contest/71/problem/A, 71, A
3, String Task, http://codeforces.com/contest/118/problem/A, 118, A
4, Petya and Strings, http://codeforces.com/contest/112/problem/A, 112, A
5, Helpful Maths, http://codeforces.com/contest/339/problem/A, 339, A
6, Twins, http://codeforces.com/contest/160/problem/A, 160, A
7, Chat room, http://codeforces.com/contest/58/problem/A, 58, A
8, Lucky Division, http://codeforces.com/contest/122/problem/A, 122, A
9, Presents, http://codeforces.com/contest/136/problem/A, 136, A
10, Beautiful Matrix, http://codeforces.com/contest/263/problem/A, 263, A
11, Arrival of the General, http://codeforces.com/contest/144/problem/A, 144, A
12, Game With Sticks, http://codeforces.com/contest/451/problem/A, 451, A
13, Games, http://codeforces.com/contest/268/problem/A, 268, A
14, Dubstep, http://codeforces.com/contest/208/problem/A, 208, A
15, Young Physicist, http://codeforces.com/contest/69/problem/A, 69, A
16, Puzzles, http://codeforces.com/contest/337/problem/A, 337, A
17, Expression, http://codeforces.com/contest/479/problem/A, 479, A
18, Anton and Letters, http://codeforces.com/contest/443/problem/A, 443, A
19, I Wanna Be the Guy, http://codeforces.com/contest/469/problem/A, 469, A
20, Even Odds, http://codeforces.com/contest/318/problem/A, 318, A
21, Cheap Travel, http://codeforces.com/contest/466/problem/A, 466, A
22, Ilya and Bank Account, http://codeforces.com/contest/313/problem/A, 313, A
23, Pashmak and Garden, http://codeforces.com/contest/459/problem/A, 459, A
24, Dragons, http://codeforces.com/contest/230/problem/A, 230, A
25, Dreamoon and Stairs, http://codeforces.com/contest/476/problem/A, 476, A
26, Team Olympiad, http://codeforces.com/contest/490/problem/A, 490, A
27, Devu| the Singer and Churu| the Joker, http://codeforces.com/contest/439/problem/A, 439, A
28, Fox And Snake, http://codeforces.com/contest/510/problem/A, 510, A
29, IQ test, http://codeforces.com/contest/25/problem/A, 25, A
30, Choosing Teams, http://codeforces.com/contest/432/problem/A, 432, A
