SNo,QueName,QueLink,Contest,QueType 
33, Beautiful Road, http://codeforces.com/contest/87/problem/D, 87, D
34, Turtles, http://codeforces.com/contest/348/problem/D, 348, D
35, Greg and Caves, http://codeforces.com/contest/295/problem/D, 295, D
36, String, http://codeforces.com/contest/123/problem/D, 123, D
37, Color the Carpet, http://codeforces.com/contest/297/problem/D, 297, D
38, Adam and Tree, http://codeforces.com/contest/442/problem/D, 442, D
39, Choosing Subtree is Fun, http://codeforces.com/contest/372/problem/D, 372, D
40, Sereja and Cinema, http://codeforces.com/contest/380/problem/D, 380, D
41, Petya and Coloring, http://codeforces.com/contest/111/problem/D, 111, D
42, Stars, http://codeforces.com/contest/213/problem/D, 213, D
43, Ghd, http://codeforces.com/contest/364/problem/D, 364, D
44, Flatland Fencing, http://codeforces.com/contest/154/problem/D, 154, D
45, Little Elephant and Retro Strings, http://codeforces.com/contest/204/problem/D, 204, D
46, Castle, http://codeforces.com/contest/101/problem/D, 101, D
47, Parcels, http://codeforces.com/contest/480/problem/D, 480, D
48, Brand New Problem, http://codeforces.com/contest/201/problem/D, 201, D
49, Largest Submatrix 3, http://codeforces.com/contest/407/problem/D, 407, D
50, Maximum Waterfall, http://codeforces.com/contest/269/problem/D, 269, D
51, Bags and Coins, http://codeforces.com/contest/356/problem/D, 356, D
52, Flags, http://codeforces.com/contest/93/problem/D, 93, D
53, Little Elephant and Triangle, http://codeforces.com/contest/220/problem/D, 220, D
54, Domino Carpet, http://codeforces.com/contest/77/problem/D, 77, D
55, GCD Table, http://codeforces.com/contest/338/problem/D, 338, D
56, Museum, http://codeforces.com/contest/113/problem/D, 113, D
57, Maxim and Increasing Subsequence, http://codeforces.com/contest/261/problem/D, 261, D
58, Visit of the Great, http://codeforces.com/contest/185/problem/D, 185, D
59, Tourists, http://codeforces.com/contest/286/problem/D, 286, D
60, Robot Control, http://codeforces.com/contest/346/problem/D, 346, D
61, Space mines, http://codeforces.com/contest/89/problem/D, 89, D
62, World of Darkraft, http://codeforces.com/contest/138/problem/D, 138, D
63, Dima and Figure, http://codeforces.com/contest/273/problem/D, 273, D
64, Jeff and Removing Periods, http://codeforces.com/contest/351/problem/D, 351, D
65, Colorful Stones, http://codeforces.com/contest/264/problem/D, 264, D
66, The Next Good String, http://codeforces.com/contest/196/problem/D, 196, D
67, Mission Impassable, http://codeforces.com/contest/150/problem/D, 150, D
68, Conveyor Belts, http://codeforces.com/contest/487/problem/D, 487, D
69, Have You Ever Heard About the Word?, http://codeforces.com/contest/319/problem/D, 319, D
70, Birthday, http://codeforces.com/contest/494/problem/D, 494, D
71, Horse Races, http://codeforces.com/contest/95/problem/D, 95, D
72, Fence, http://codeforces.com/contest/232/problem/D, 232, D
73, k-Maximum Subsequence Sum, http://codeforces.com/contest/280/problem/D, 280, D
74, BRT Contract , http://codeforces.com/contest/187/problem/D, 187, D
75, Liars and Serge, http://codeforces.com/contest/256/problem/D, 256, D
76, Levko and Sets, http://codeforces.com/contest/360/problem/D, 360, D
77, Appleman and Complicated Task, http://codeforces.com/contest/461/problem/D, 461, D
78, Donkey and Stars, http://codeforces.com/contest/249/problem/D, 249, D
79, Ciel and Flipboard, http://codeforces.com/contest/321/problem/D, 321, D
80, Unambiguous Arithmetic Expression, http://codeforces.com/contest/115/problem/D, 115, D
81, Two Segments, http://codeforces.com/contest/193/problem/D, 193, D
82, Rotatable Number, http://codeforces.com/contest/303/problem/D, 303, D
83, Metro Scheme, http://codeforces.com/contest/191/problem/D, 191, D
84, Help Monks, http://codeforces.com/contest/98/problem/D, 98, D
85, Bitonix' Patrol, http://codeforces.com/contest/217/problem/D, 217, D
86, Random Function and Tree, http://codeforces.com/contest/482/problem/D, 482, D
87, Lucky Pair, http://codeforces.com/contest/145/problem/D, 145, D
88, On Sum of Number of Inversions in Permutations, http://codeforces.com/contest/396/problem/D, 396, D
89, Google Code Jam, http://codeforces.com/contest/277/problem/D, 277, D
90, Misha and XOR, http://codeforces.com/contest/504/problem/D, 504, D
91, Fox and Perfect Sets, http://codeforces.com/contest/388/problem/D, 388, D
92, DZY Loves Games, http://codeforces.com/contest/446/problem/D, 446, D
93, Nanami's Power Plant, http://codeforces.com/contest/434/problem/D, 434, D
94, Fox And Travelling, http://codeforces.com/contest/512/problem/D, 512, D
95, Graph Game, http://codeforces.com/contest/235/problem/D, 235, D
96, Tape Programming, http://codeforces.com/contest/238/problem/D, 238, D
97, Little Pony and Elements of Harmony, http://codeforces.com/contest/453/problem/D, 453, D
98, Three Arrays, http://codeforces.com/contest/392/problem/D, 392, D
99, Tree, http://codeforces.com/contest/468/problem/D, 468, D
100, Cube Snake, http://codeforces.com/contest/198/problem/D, 198, D
