SNo,QueName,QueLink,Contest,QueType 
150, Kolya and Tanya , http://codeforces.com/contest/584/problem/B, 584, B
151, Marina and Vasya, http://codeforces.com/contest/584/problem/C, 584, C
152, More Cowbell, http://codeforces.com/contest/604/problem/B, 604, B
153, Quiz, http://codeforces.com/contest/337/problem/C, 337, C
154, Hard problem, http://codeforces.com/contest/706/problem/C, 706, C
155, Bits, http://codeforces.com/contest/484/problem/A, 484, A
156, Dima and Lisa, http://codeforces.com/contest/584/problem/D, 584, D
157, Little Elephant and Sorting, http://codeforces.com/contest/205/problem/B, 205, B
158, Alyona and the Tree, http://codeforces.com/contest/682/problem/C, 682, C
159, Guess Your Way Out!, http://codeforces.com/contest/507/problem/C, 507, C
160, Parity Game, http://codeforces.com/contest/297/problem/A, 297, A
161, Robbers' watch, http://codeforces.com/contest/685/problem/A, 685, A
162, DZY Loves Chemistry, http://codeforces.com/contest/445/problem/B, 445, B
163, Chilly Willy, http://codeforces.com/contest/248/problem/B, 248, B
164, Photographer, http://codeforces.com/contest/203/problem/C, 203, C
165, The Child and Set, http://codeforces.com/contest/437/problem/B, 437, B
166, Find Maximum, http://codeforces.com/contest/353/problem/C, 353, C
167, Trees in a Row, http://codeforces.com/contest/402/problem/B, 402, B
168, Cows and Primitive Roots, http://codeforces.com/contest/284/problem/A, 284, A
169, Mike and Shortcuts, http://codeforces.com/contest/689/problem/B, 689, B
170, Pasha and String, http://codeforces.com/contest/525/problem/B, 525, B
171, Soldier and Cards, http://codeforces.com/contest/546/problem/C, 546, C
172, Pasha and Tea, http://codeforces.com/contest/557/problem/B, 557, B
173, Vasya and String, http://codeforces.com/contest/676/problem/C, 676, C
174, Mike and Fun, http://codeforces.com/contest/548/problem/B, 548, B
175, Non-square Equation, http://codeforces.com/contest/233/problem/B, 233, B
176, Ilya and Sticks, http://codeforces.com/contest/525/problem/C, 525, C
177, Gerald is into Art, http://codeforces.com/contest/560/problem/B, 560, B
178, Guess a number!, http://codeforces.com/contest/416/problem/A, 416, A
179, Queue, http://codeforces.com/contest/545/problem/D, 545, D
180, Han Solo and Lazer Gun, http://codeforces.com/contest/514/problem/B, 514, B
181, Bear and Three Musketeers, http://codeforces.com/contest/574/problem/B, 574, B
182, History, http://codeforces.com/contest/137/problem/C, 137, C
183, Amr and Pins, http://codeforces.com/contest/507/problem/B, 507, B
184, Burning Midnight Oil, http://codeforces.com/contest/165/problem/B, 165, B
185, Dreamoon and Sums, http://codeforces.com/contest/476/problem/C, 476, C
186, Replacement, http://codeforces.com/contest/570/problem/C, 570, C
187, Preparing Olympiad, http://codeforces.com/contest/550/problem/B, 550, B
188, OR in Matrix, http://codeforces.com/contest/486/problem/B, 486, B
189, Amr and The Large Array, http://codeforces.com/contest/558/problem/B, 558, B
190, Soldier and Badges, http://codeforces.com/contest/546/problem/B, 546, B
191, Two Substrings, http://codeforces.com/contest/550/problem/A, 550, A
192, k-Multiple Free Set, http://codeforces.com/contest/274/problem/A, 274, A
193, Kefa and Company, http://codeforces.com/contest/580/problem/B, 580, B
194, Woodcutters, http://codeforces.com/contest/545/problem/C, 545, C
195, Kefa and Park, http://codeforces.com/contest/580/problem/C, 580, C
196, Money Transfers, http://codeforces.com/contest/675/problem/C, 675, C
197, Surrounded, http://codeforces.com/contest/190/problem/B, 190, B
198, Amr and Chemistry, http://codeforces.com/contest/558/problem/C, 558, C
199, Modulo Sum, http://codeforces.com/contest/577/problem/B, 577, B
200, Kefa and Dishes, http://codeforces.com/contest/580/problem/D, 580, D
