SNo,QueName,QueLink,Contest,QueType 
72, Lucky String, http://codeforces.com/contest/110/problem/B, 110, B
73, Amr and Music, http://codeforces.com/contest/507/problem/A, 507, A
74, Eugeny and Array, http://codeforces.com/contest/302/problem/A, 302, A
75, Prison Transfer, http://codeforces.com/contest/427/problem/B, 427, B
76, Bear and Raspberry, http://codeforces.com/contest/385/problem/A, 385, A
77, Buttons, http://codeforces.com/contest/268/problem/B, 268, B
78, Vasya and Digital Root, http://codeforces.com/contest/355/problem/A, 355, A
79, Little Elephant and Magic Square, http://codeforces.com/contest/259/problem/B, 259, B
80, Valera and X, http://codeforces.com/contest/404/problem/A, 404, A
81, Game With Sticks, http://codeforces.com/contest/451/problem/A, 451, A
82, Devu| the Singer and Churu| the Joker, http://codeforces.com/contest/439/problem/A, 439, A
83, Roadside Trees (Simplified Edition), http://codeforces.com/contest/265/problem/B, 265, B
84, Valera and Antique Items, http://codeforces.com/contest/441/problem/A, 441, A
85, Lecture, http://codeforces.com/contest/499/problem/B, 499, B
86, Domino Effect, http://codeforces.com/contest/405/problem/B, 405, B
87, Sereja and Stairs, http://codeforces.com/contest/381/problem/B, 381, B
88, Eugeny and Play List, http://codeforces.com/contest/302/problem/B, 302, B
89, K-special Tables, http://codeforces.com/contest/625/problem/C, 625, C
90, Filya and Homework, http://codeforces.com/contest/714/problem/B, 714, B
91, Walking in the Rain, http://codeforces.com/contest/192/problem/B, 192, B
92, Rebranding, http://codeforces.com/contest/591/problem/B, 591, B
93, Polo the Penguin and Strings, http://codeforces.com/contest/288/problem/A, 288, A
94, Bear and Elections, http://codeforces.com/contest/574/problem/A, 574, A
95, Ohana Cleans Up, http://codeforces.com/contest/554/problem/B, 554, B
96, Little Elephant and Numbers, http://codeforces.com/contest/221/problem/B, 221, B
97, Tiling with Hexagons, http://codeforces.com/contest/216/problem/A, 216, A
98, Rook| Bishop and King, http://codeforces.com/contest/370/problem/A, 370, A
99, Snow Footprints, http://codeforces.com/contest/298/problem/A, 298, A
100, Alyona and Mex, http://codeforces.com/contest/682/problem/B, 682, B
101, After Training, http://codeforces.com/contest/195/problem/B, 195, B
102, Robot's Task, http://codeforces.com/contest/583/problem/B, 583, B
103, Wilbur and Swimming Pool, http://codeforces.com/contest/596/problem/A, 596, A
104, Permutation, http://codeforces.com/contest/359/problem/B, 359, B
105, War of the Corporations, http://codeforces.com/contest/625/problem/B, 625, B
106, Canvas Frames, http://codeforces.com/contest/127/problem/B, 127, B
107, Alyona and Numbers, http://codeforces.com/contest/682/problem/A, 682, A
108, Vika and Squares, http://codeforces.com/contest/610/problem/B, 610, B
109, Vasya and Football, http://codeforces.com/contest/493/problem/A, 493, A
110, Whose sentence is it?, http://codeforces.com/contest/312/problem/A, 312, A
111, Vanya and Books, http://codeforces.com/contest/552/problem/B, 552, B
112, Sockets, http://codeforces.com/contest/257/problem/A, 257, A
113, The Wall, http://codeforces.com/contest/340/problem/A, 340, A
114, Digital Counter, http://codeforces.com/contest/495/problem/A, 495, A
115, Bear and Strings, http://codeforces.com/contest/385/problem/B, 385, B
116, Bear and Poker, http://codeforces.com/contest/573/problem/A, 573, A
117, Ksenia and Pan Scales, http://codeforces.com/contest/382/problem/A, 382, A
118, Phone Numbers, http://codeforces.com/contest/151/problem/B, 151, B
119, Inventory, http://codeforces.com/contest/569/problem/B, 569, B
120, Vitaliy and Pie, http://codeforces.com/contest/525/problem/A, 525, A
121, Students and Shoelaces, http://codeforces.com/contest/129/problem/B, 129, B
122, Wilbur and Array, http://codeforces.com/contest/596/problem/B, 596, B
123, Strings of Power, http://codeforces.com/contest/318/problem/B, 318, B
124, Misha and Changing Handles, http://codeforces.com/contest/501/problem/B, 501, B
125, Levko and Permutation, http://codeforces.com/contest/361/problem/B, 361, B
126, Bar, http://codeforces.com/contest/56/problem/A, 56, A
127, Beautiful Paintings, http://codeforces.com/contest/651/problem/B, 651, B
128, Combination, http://codeforces.com/contest/155/problem/B, 155, B
129, MUH and Sticks, http://codeforces.com/contest/471/problem/A, 471, A
130, Print Check, http://codeforces.com/contest/631/problem/B, 631, B
131, Art Union, http://codeforces.com/contest/416/problem/B, 416, B
132, Lala Land and Apple Trees, http://codeforces.com/contest/558/problem/A, 558, A
133, Lucky Conversion, http://codeforces.com/contest/145/problem/A, 145, A
134, Two Bases, http://codeforces.com/contest/602/problem/A, 602, A
135, The Monster and the Squirrel, http://codeforces.com/contest/592/problem/B, 592, B
136, The Child and Homework, http://codeforces.com/contest/437/problem/A, 437, A
137, Tavas and SaDDas, http://codeforces.com/contest/535/problem/B, 535, B
138, Dima and To-do List, http://codeforces.com/contest/366/problem/B, 366, B
139, Valuable Resources, http://codeforces.com/contest/485/problem/B, 485, B
140, Fox and Number Game, http://codeforces.com/contest/389/problem/A, 389, A
141, Unary, http://codeforces.com/contest/133/problem/B, 133, B
142, Equidistant String, http://codeforces.com/contest/545/problem/B, 545, B
143, Garland, http://codeforces.com/contest/408/problem/B, 408, B
144, Coins, http://codeforces.com/contest/58/problem/B, 58, B
145, Chewba?ca and Number, http://codeforces.com/contest/514/problem/A, 514, A
146, Chat Online, http://codeforces.com/contest/469/problem/B, 469, B
147, Elections, http://codeforces.com/contest/570/problem/A, 570, A
148, George and Round, http://codeforces.com/contest/387/problem/B, 387, B
149, Appleman and Toastman, http://codeforces.com/contest/461/problem/A, 461, A
150, Petya and Staircases, http://codeforces.com/contest/362/problem/B, 362, B
151, Good Number, http://codeforces.com/contest/365/problem/A, 365, A
152, A and B and Compilation Errors, http://codeforces.com/contest/519/problem/B, 519, B
153, Simple Game, http://codeforces.com/contest/570/problem/B, 570, B
154, Fedor and New Game, http://codeforces.com/contest/467/problem/B, 467, B
155, Drazil and Factorial, http://codeforces.com/contest/515/problem/C, 515, C
156, Cifera, http://codeforces.com/contest/114/problem/A, 114, A
157, A and B and Team Training, http://codeforces.com/contest/519/problem/C, 519, C
158, Football Kit, http://codeforces.com/contest/432/problem/B, 432, B
159, Devu| the Dumb Guy, http://codeforces.com/contest/439/problem/B, 439, B
160, Anton and currency you all know, http://codeforces.com/contest/508/problem/B, 508, B
161, Random Teams, http://codeforces.com/contest/478/problem/B, 478, B
162, Bear and Three Musketeers, http://codeforces.com/contest/574/problem/B, 574, B
163, Chris and Magic Square, http://codeforces.com/contest/711/problem/B, 711, B
164, Restoring Painting, http://codeforces.com/contest/675/problem/B, 675, B
165, Point on Spiral, http://codeforces.com/contest/279/problem/A, 279, A
166, Vasya and the Bus, http://codeforces.com/contest/190/problem/A, 190, A
167, Guest From the Past, http://codeforces.com/contest/625/problem/A, 625, A
168, Photographer, http://codeforces.com/contest/203/problem/C, 203, C
169, Taxes, http://codeforces.com/contest/735/problem/D, 735, D
170, Dima and Lisa, http://codeforces.com/contest/584/problem/D, 584, D
171, Cows and Primitive Roots, http://codeforces.com/contest/284/problem/A, 284, A
172, MUH and Important Things, http://codeforces.com/contest/471/problem/B, 471, B
173, Pyramid of Glasses, http://codeforces.com/contest/676/problem/B, 676, B
174, Approximating a Constant Range, http://codeforces.com/contest/602/problem/B, 602, B
175, PawnChess, http://codeforces.com/contest/592/problem/A, 592, A
176, Non-square Equation, http://codeforces.com/contest/233/problem/B, 233, B
177, Vasya and String, http://codeforces.com/contest/676/problem/C, 676, C
178, DZY Loves Chemistry, http://codeforces.com/contest/445/problem/B, 445, B
179, Valera and Contest, http://codeforces.com/contest/369/problem/B, 369, B
180, Guess a number!, http://codeforces.com/contest/416/problem/A, 416, A
181, Burning Midnight Oil, http://codeforces.com/contest/165/problem/B, 165, B
182, Pythagorean Triples, http://codeforces.com/contest/707/problem/C, 707, C
183, Replacement, http://codeforces.com/contest/570/problem/C, 570, C
184, Woodcutters, http://codeforces.com/contest/545/problem/C, 545, C
185, Amr and The Large Array, http://codeforces.com/contest/558/problem/B, 558, B
186, The Child and Set, http://codeforces.com/contest/437/problem/B, 437, B
187, More Cowbell, http://codeforces.com/contest/604/problem/B, 604, B
188, Economy Game, http://codeforces.com/contest/681/problem/B, 681, B
189, Soldier and Cards, http://codeforces.com/contest/546/problem/C, 546, C
190, Pasha Maximizes, http://codeforces.com/contest/435/problem/B, 435, B
191, Vasya and Wrestling, http://codeforces.com/contest/493/problem/B, 493, B
192, OR in Matrix, http://codeforces.com/contest/486/problem/B, 486, B
193, Kefa and Company, http://codeforces.com/contest/580/problem/B, 580, B
194, Soldier and Badges, http://codeforces.com/contest/546/problem/B, 546, B
195, Han Solo and Lazer Gun, http://codeforces.com/contest/514/problem/B, 514, B
196, Kefa and Park, http://codeforces.com/contest/580/problem/C, 580, C
197, Amr and Pins, http://codeforces.com/contest/507/problem/B, 507, B
198, Two Substrings, http://codeforces.com/contest/550/problem/A, 550, A
199, Queue, http://codeforces.com/contest/545/problem/D, 545, D
200, Modulo Sum, http://codeforces.com/contest/577/problem/B, 577, B
