SNo,QueName,QueLink,Contest,QueType 
1, Jeff and Permutation, http://codeforces.com/contest/351/problem/E, 351, E
2, Lucky Number Representation, http://codeforces.com/contest/354/problem/E, 354, E
3, Lucky Queries, http://codeforces.com/contest/145/problem/E, 145, E
4, Little Elephant and Inversions, http://codeforces.com/contest/220/problem/E, 220, E
5, Little Elephant and Tree, http://codeforces.com/contest/258/problem/E, 258, E
6, Lucky Array, http://codeforces.com/contest/121/problem/E, 121, E
7, Lucky Country, http://codeforces.com/contest/95/problem/E, 95, E
8, Ciel and Gondolas, http://codeforces.com/contest/321/problem/E, 321, E
9, Lucky Arrays, http://codeforces.com/contest/256/problem/E, 256, E
10, Gifts, http://codeforces.com/contest/229/problem/E, 229, E
11, Sign on Fence, http://codeforces.com/contest/484/problem/E, 484, E
12, Gripping Story, http://codeforces.com/contest/198/problem/E, 198, E
13, Opening Portals, http://codeforces.com/contest/196/problem/E, 196, E
14, Optimize!, http://codeforces.com/contest/338/problem/E, 338, E
15, Sereja and Sets, http://codeforces.com/contest/425/problem/E, 425, E
16, Little Elephant and Strings, http://codeforces.com/contest/204/problem/E, 204, E
17, Lostborn, http://codeforces.com/contest/93/problem/E, 93, E
18, Bits of merry old England, http://codeforces.com/contest/132/problem/E, 132, E
19, Igloo Skyscraper, http://codeforces.com/contest/91/problem/E, 91, E
20, Vowels, http://codeforces.com/contest/383/problem/E, 383, E
21, Cow Tennis Tournament, http://codeforces.com/contest/283/problem/E, 283, E
22, Thoroughly Bureaucratic Organization, http://codeforces.com/contest/201/problem/E, 201, E
23, Candies and Stones, http://codeforces.com/contest/101/problem/E, 101, E
24, Sereja and Intervals, http://codeforces.com/contest/367/problem/E, 367, E
25, Ladies' Shop, http://codeforces.com/contest/286/problem/E, 286, E
26, Martian Food, http://codeforces.com/contest/77/problem/E, 77, E
27, Buying Sets, http://codeforces.com/contest/103/problem/E, 103, E
28, Wizards and Bets, http://codeforces.com/contest/167/problem/E, 167, E
29, Maxim and Calculator, http://codeforces.com/contest/261/problem/E, 261, E
30, Stairs and Lines, http://codeforces.com/contest/498/problem/E, 498, E
31, Maze, http://codeforces.com/contest/123/problem/E, 123, E
32, Alien DNA, http://codeforces.com/contest/217/problem/E, 217, E
33, Number Challenge, http://codeforces.com/contest/235/problem/E, 235, E
34, Fibonacci Number, http://codeforces.com/contest/193/problem/E, 193, E
35, Noble Knight's Path, http://codeforces.com/contest/226/problem/E, 226, E
36, Biologist, http://codeforces.com/contest/311/problem/E, 311, E
37, Polo the Penguin and Lucky Numbers, http://codeforces.com/contest/288/problem/E, 288, E
38, Dima and Game, http://codeforces.com/contest/273/problem/E, 273, E
39, Candies Game, http://codeforces.com/contest/341/problem/E, 341, E
40, Endless Matrix, http://codeforces.com/contest/249/problem/E, 249, E
41, Freezing with Style, http://codeforces.com/contest/150/problem/E, 150, E
42, Road Repairs, http://codeforces.com/contest/240/problem/E, 240, E
43, Weak Subsequence, http://codeforces.com/contest/135/problem/E, 135, E
44, Sereja and Squares, http://codeforces.com/contest/314/problem/E, 314, E
45, Levko and Game, http://codeforces.com/contest/360/problem/E, 360, E
46, Ping-Pong, http://codeforces.com/contest/319/problem/E, 319, E
47, Function, http://codeforces.com/contest/455/problem/E, 455, E
48, Quick Tortoise, http://codeforces.com/contest/232/problem/E, 232, E
